-2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 5 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 29 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 51 -2 -1 -2 -2 -2 -2 -2 -2 -2 49 51 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 70 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 -2 -2 -2 85 101 100 -2 101 -2 101 -1 -1 -1 -1 
-2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 29 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 51 -2 -1 -2 -2 -2 -2 -2 -2 -2 49 51 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 70 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 -2 -2 -2 85 -1 100 -2 101 -2 101 -1 -1 -1 -1 
-2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 29 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 51 -2 -1 -2 -2 -2 -2 -2 -2 -2 49 51 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 70 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 -2 -2 -2 85 -1 100 -2 93 -2 102 -1 -1 -1 -1 
-2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 29 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 51 -2 -1 -2 -2 -2 -2 -2 -2 -2 49 51 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 70 -2 100 -2 -2 -2 -2 73 -2 -2 -2 -2 103 -2 -2 -2 -2 -2 -2 -2 85 -1 100 -2 93 -2 97 -1 -1 -1 -1 
-2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 29 -2 -1 -2 -2 -2 -2 -2 -2 29 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 51 -2 -1 -2 -2 -2 -2 -2 -2 -2 49 51 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 70 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 85 -1 100 -2 93 -2 97 -1 -1 -1 -1 
-2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 51 -2 -1 -2 -2 -2 -2 -2 -2 -2 49 51 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 70 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 103 -2 85 -1 100 -2 93 -2 97 -1 -1 -1 -1 
-2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -1 -2 18 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 51 -2 -1 -2 -2 -2 -2 -2 -2 -2 49 51 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 70 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 85 -1 100 -2 93 -2 97 -1 -1 -1 -1 
-2 -2 -2 -2 -2 -1 -2 -2 5 -2 -2 -2 -1 -2 -2 -2 -1 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 51 -2 -1 -2 -2 -2 -2 -2 -2 -2 49 51 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 70 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 85 -1 100 -2 93 -2 97 -1 -1 -1 -1 
-2 -2 -2 -2 -2 -1 -2 -2 5 -2 -2 -2 -1 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 51 -2 -1 -2 -2 -2 -2 -2 -2 -2 49 51 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 70 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 85 -1 100 -2 -1 -2 97 -1 -1 -1 -1 
-2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 51 -2 -1 -2 -2 -2 -2 -2 -2 -2 49 51 -2 -2 -2 -2 -2 -2 -2 -2 -2 -1 -2 -2 70 -2 100 -2 -2 -2 -2 100 -2 -2 -2 -2 -1 -2 -2 -2 -2 -2 -2 -2 85 -1 -1 -2 -1 -2 97 -1 -1 -1 -1 
