0.7 0.2 0.01 0.001 9.0411e-09 10 
0.808217 0.0292909 0.00629326 0.001 9.0411e-09 10 
0.866951 0.081436 0.00629326 0.001 9.0411e-09 10 
0.677566 0.0922343 0.00407061 0.001 9.0411e-09 10 
0.747927 0.0838784 0.00407061 0.0013047 9.0411e-09 10 
0.76734 0.0654379 0.00979686 0.00176669 9.0411e-09 10 
0.677265 0.128551 0.00979686 0.00176669 9.0411e-09 10 
0.654691 0.125339 0.00618186 0.000787333 9.0411e-09 10 
0.538066 0.147209 0.00618186 0.000787333 9.0411e-09 10 
0.666393 0.101914 0.00618186 0.000787333 9.0411e-09 10 
0.697766 0.0640583 0.0130999 0.00134775 9.0411e-09 10 
0.757424 0.117351 0.0130999 0.00161118 9.0411e-09 10 
0.732753 0.121057 0.00852488 0.00161118 9.0411e-09 10 
0.676729 0.102652 0.00852488 0.00161118 9.0411e-09 10 
0.670871 0.0831547 0.0115848 0.00161118 9.0411e-09 10 
0.490415 0.063549 0.00670549 0.00161118 9.0411e-09 10 
0.637662 0.0312426 0.00670549 0.00182812 9.0411e-09 10 
0.766816 0.0840382 0.00670549 0.00327488 9.0411e-09 10 
0.643361 0.0671926 0.00584714 0.00420039 9.0411e-09 10 
0.726963 0.0629231 0.00591897 0.00436964 9.0411e-09 10 
0.655692 0.0857696 0.00591897 0.00301568 9.0411e-09 10 
0.717237 0.0923794 0.00591897 0.00301568 9.0411e-09 10 
0.716795 0.0789715 0.00559183 0.00545778 9.0411e-09 10 
0.580028 0.146691 0.00559183 0.00506214 9.0411e-09 10 
0.483928 0.126586 0.00903916 0.00472327 9.0411e-09 10 
0.580548 0.110074 0.0103243 0.00539123 9.0411e-09 10 
0.59021 0.109634 0.0105836 0.00566199 9.0411e-09 10 
0.591394 0.172029 0.0101013 0.00463985 9.0411e-09 10 
0.608558 0.139206 0.0106181 0.00464377 9.0411e-09 10 
0.544943 0.120841 0.0131079 0.00464377 9.0411e-09 10 
0.687169 0.131864 0.0131079 0.00422983 9.0411e-09 10 
0.671479 0.117825 0.0119496 0.00525505 9.0411e-09 10 
0.656192 0.113073 0.0119496 0.00686692 9.0411e-09 10 
0.60541 0.128469 0.0119496 0.00686692 9.0411e-09 10 
0.502628 0.131436 0.0119496 0.00723888 9.0411e-09 10 
0.600237 0.10395 0.00440324 0.00728966 9.0411e-09 10 
0.69867 0.137577 0.0117575 0.0069499 9.0411e-09 10 
0.675243 0.103419 0.0156943 0.00650066 9.0411e-09 10 
0.733868 0.14744 0.015056 0.00572047 9.0411e-09 10 
0.631071 0.216534 0.00689373 0.00483486 9.0411e-09 10 
0.656984 0.165925 0.0122158 0.00682277 9.0411e-09 10 
0.670805 0.0932097 0.00771714 0.00714459 9.0411e-09 10 
0.644355 0.101694 0.00816747 0.00714459 9.0411e-09 10 
0.681818 0.133261 0.00606397 0.00738609 9.0411e-09 10 
0.697875 0.1298 0.0101282 0.00630961 9.0411e-09 10 
0.674824 0.129486 0.0137585 0.00654972 9.0411e-09 10 
0.595615 0.169881 0.0174459 0.0070185 9.0411e-09 10 
0.590532 0.104644 0.0142084 0.00787246 9.0411e-09 10 
0.564403 0.109055 0.0142084 0.006579 9.0411e-09 10 
0.64968 0.142508 0.0142084 0.00575725 9.0411e-09 10 
0.55083 0.170138 0.0141418 0.00687757 9.0411e-09 10 
0.609059 0.236889 0.0141418 0.00639785 9.0411e-09 10 
0.476544 0.202736 0.0133594 0.00660839 9.0411e-09 10 
0.48075 0.193875 0.0147092 0.00624572 9.0411e-09 10 
0.52497 0.176978 0.0147092 0.00440161 9.0411e-09 10 
0.607271 0.140347 0.0101122 0.0043639 9.0411e-09 10 
0.472561 0.172359 0.00722182 0.00433276 9.0411e-09 10 
0.579866 0.17647 0.0013847 0.00498573 9.0411e-09 10 
0.675411 0.187302 0.000814276 0.00609326 9.0411e-09 10 
0.512913 0.154035 0.000814276 0.00581021 9.0411e-09 10 
0.570638 0.232195 0.000814276 0.00565403 9.0411e-09 10 
0.363464 0.268257 0.000814276 0.0074891 9.0411e-09 10 
0.480753 0.264871 0.000814276 0.00791643 9.0411e-09 10 
0.399446 0.237934 0.00506609 0.00863301 9.0411e-09 10 
0.571691 0.179403 0.00238528 0.0081778 9.0411e-09 10 
0.539827 0.185557 0.00238528 0.00851721 9.0411e-09 10 
0.454285 0.20831 0.000752464 0.00705679 9.0411e-09 10 
0.521624 0.195968 0.000752464 0.00620253 9.0411e-09 10 
0.412438 0.257249 0.00256592 0.00646321 9.0411e-09 10 
0.463875 0.251243 0.00256592 0.00749645 9.0411e-09 10 
0.534296 0.213524 0.00256592 0.00664166 9.0411e-09 10 
0.46768 0.171711 0.00256592 0.00751017 9.0411e-09 10 
0.470506 0.167371 0.00256592 0.00609844 9.0411e-09 10 
0.509459 0.20974 0.00152909 0.00609844 9.0411e-09 10 
0.574858 0.239546 0.00152909 0.00583556 9.0411e-09 10 
0.542222 0.193904 0.00152909 0.00482703 9.0411e-09 10 
0.438833 0.161746 0.00152909 0.00482703 9.0411e-09 10 
0.488062 0.178747 0.0021636 0.0040083 9.0411e-09 10 
0.442036 0.179261 0.00139344 0.00440084 9.0411e-09 10 
0.429437 0.129522 0.00139344 0.00440084 9.0411e-09 10 
0.592698 0.160968 0.00249067 0.0038307 9.0411e-09 10 
0.539131 0.110723 0.00355305 0.00293687 9.0411e-09 10 
0.630933 0.141667 0.00682679 0.00444797 9.0411e-09 10 
0.616414 0.267286 0.00682679 0.00482054 9.0411e-09 10 
0.688578 0.163259 0.00226205 0.00601077 9.0411e-09 10 
0.581998 0.122033 0.00230174 0.00649117 9.0411e-09 10 
0.6307 0.173787 0.00230174 0.0064353 9.0411e-09 10 
0.618787 0.17296 0.00230174 0.00596897 9.0411e-09 10 
0.645619 0.205453 0.00230174 0.00594628 9.0411e-09 10 
0.561863 0.269692 0.00230174 0.00537924 9.0411e-09 10 
0.562865 0.233768 0.00230174 0.0040636 9.0411e-09 10 
0.56755 0.276828 0.0019911 0.00382472 9.0411e-09 10 
0.457885 0.222365 0.000633518 0.00672602 9.0411e-09 10 
0.428578 0.244853 0.000633518 0.00667382 9.0411e-09 10 
0.54469 0.211992 0.00404809 0.00705579 9.0411e-09 10 
0.565797 0.158989 0.00404809 0.00739747 9.0411e-09 10 
0.41708 0.129245 0.00404809 0.00868412 9.0411e-09 10 
0.553662 0.206099 0.00404809 0.00876013 9.0411e-09 10 
0.551776 0.19776 0.00490524 0.00813114 9.0411e-09 10 
0.475234 0.216577 0.00432218 0.00813114 9.0411e-09 10 
0.57336 0.178219 0.00432218 0.00916882 9.0411e-09 10 
0.630783 0.202352 0.00432218 0.00773821 9.0411e-09 10 
0.6242 0.161342 0.00432218 0.00920257 9.0411e-09 10 
0.587702 0.186729 0.00432218 0.00769363 9.0411e-09 10 
0.496961 0.151501 0.00432218 0.00871514 9.0411e-09 10 
0.459003 0.165971 0.00061938 0.0100988 9.0411e-09 10 
0.56374 0.14533 0.00061938 0.00848178 9.0411e-09 10 
0.425858 0.182952 0.00061938 0.00901097 9.0411e-09 10 
0.447041 0.131109 0.00061938 0.0106598 9.0411e-09 10 
0.627288 0.156299 0.000841679 0.0109325 9.0411e-09 10 
0.627604 0.169559 0.000841679 0.0110258 9.0411e-09 10 
0.53233 0.192558 0.000841679 0.010996 9.0411e-09 10 
0.547001 0.174906 0.000841679 0.0118332 9.0411e-09 10 
0.630151 0.149158 0.000841679 0.0109381 9.0411e-09 10 
0.64336 0.140543 0.000841679 0.00996555 9.0411e-09 10 
0.500202 0.220931 0.000841679 0.00932858 9.0411e-09 10 
0.528615 0.19334 0.000841679 0.00773321 9.0411e-09 10 
0.584075 0.146493 0.000841679 0.00726289 9.0411e-09 10 
0.455679 0.186529 0.000841679 0.00631278 9.0411e-09 10 
0.516798 0.129792 0.000841679 0.00631278 9.0411e-09 10 
0.68648 0.131574 0.000841679 0.00563952 9.0411e-09 10 
0.581153 0.128644 0.000841679 0.00596359 9.0411e-09 10 
0.607784 0.212335 0.000841679 0.00602411 9.0411e-09 10 
0.547065 0.176593 0.000841679 0.00561183 9.0411e-09 10 
0.586083 0.196417 0.000841679 0.00639786 9.0411e-09 10 
0.539207 0.174345 0.000841679 0.00632771 9.0411e-09 10 
0.369378 0.225889 0.000841679 0.00797927 9.0411e-09 10 
0.474207 0.202449 0.000841679 0.00702183 9.0411e-09 10 
0.570436 0.160444 0.000841679 0.00566777 9.0411e-09 10 
0.5697 0.207118 0.000841679 0.00510674 9.0411e-09 10 
0.400537 0.146885 0.000841679 0.00523841 9.0411e-09 10 
0.503856 0.195308 0.000841679 0.00516056 9.0411e-09 10 
0.455144 0.166853 0.000841679 0.00447702 9.0411e-09 10 
0.648299 0.19149 0.000841679 0.00447702 9.0411e-09 10 
0.56845 0.201431 0.000841679 0.00501802 9.0411e-09 10 
0.478764 0.177284 0.000841679 0.00729216 9.0411e-09 10 
0.553163 0.180824 0.000841679 0.00754844 9.0411e-09 10 
0.511758 0.196737 0.000841679 0.00754844 9.0411e-09 10 
0.387528 0.186425 0.000841679 0.0078378 9.0411e-09 10 
0.508222 0.209271 0.000841679 0.00951826 9.0411e-09 10 
0.464245 0.268344 0.000841679 0.0102323 9.0411e-09 10 
0.510362 0.193926 0.00110608 0.0132141 9.0411e-09 10 
